isotype	I	II	III	IV	V	X
NIC1107	0.555751355565333	0.192398038662137	0.114857531759639	0	0.736292799603812	0.318904556624028
NIC1119	0.817991962679136	0.162150939179898	0.618868752177547	0.799166579085594	0.582818325982243	0.673165198360032
NIC166	0.160571664053554	0.571156098455961	0	0.638184310205084	0.719018927639699	0.269378728014224
NIC1779	0.697828978252482	0.138243542101142	0.0848232556003359	0.617196433466066	0.784591831309848	0.709600616755422
NIC1780	0	0	0	0	0.362718503145986	0.22429853501387
NIC1782	0.123442345141797	0.138243542101142	0.112616943954369	0.100265958496698	0.265835991108765	0
NIC1783	0.123442345141797	0	0.157066470357134	0.144471582340063	0.484147940106298	0
NIC1785	0	0	0	0	0.324935353673717	0
NIC1786	0.123442345141797	0	0.182921026757754	0.144471582340063	0.313829500373342	0
NIC1787	0	0	0	0.0948151451998831	0.0647368957981205	0
NIC1788	0.123442345141797	0	0.139665622419305	0.100265958496698	0.0910514349592581	0
NIC1789	0.123442345141797	0	0	0.167726059144085	0	0
NIC1790	0.0774865614904027	0	0	0.0685481464860519	0.265835991108765	0.138742807409513
NIC1791	0.123442345141797	0	0.362370118748155	0.144471582340063	0.313829500373342	0
NIC1792	0.123442345141797	0.138243542101142	0.122224331714355	0.144471582340063	0.265835991108765	0
NIC1794	0.123442345141797	0	0.0850523093917028	0.144471582340063	0.312170607869442	0.150272467700473
NIC1796	0.123442345141797	0	0.0756551801407145	0	0.208613012411041	0.0682863385985914
NIC1798	0.123442345141797	0	0	0.106451937900719	0.351099693998608	0.314438478454615
NIC1799	0.310207944389051	0.138243542101142	0.112616943954369	0.100265958496698	0.275486649497892	0
NIC1801	0.123442345141797	0	0.170351517123014	0.12909213622279	0	0.0682863385985914
NIC1802	0.123442345141797	0	0.0732776866210646	0.12909213622279	0.166131982437848	0.0682863385985914
NIC1805	0.261270205716999	0.154717670021419	0.0767383588456742	0.221686450453838	0.289560222980135	0.666980194547664
NIC1806	0	0	0	0	0.118571444308369	0
NIC1808	0.846917238320322	0	0	0.0683457326582468	0.606939224550613	0.58856942400659
NIC1809	0.459718519215653	0.160287876359079	0.0767383588456742	0.213843973036739	0.626688982560938	0.801873984154418
NIC1810	0.193574271546863	0.113992306741187	0	0.287445313796642	0.219648412111889	0.440214265134582
NIC1811	0.254976103011085	0.154717670021419	0.0767383588456742	0.221686450453838	0.289560222980135	0.801873984154418
NIC1812	0.337964636664288	0	0	0.543517170819936	0.603193928441941	0.61863370964585
NIC1832	0.408239060285614	0	0.296235663295022	0.596534833171358	0.461327583374483	0.549395549643402
NIC195	0	0.596516151726349	0	0	0.061369539426955	0.525045411283412
NIC199	0.553872476340783	0.315259383207928	0	0.086581971335616	0.209962694555627	0
NIC2	0.555751355565333	0.253939723637281	0.114857531759639	0.893548062099281	0.810662584732307	1
NIC207	0.555751355565333	0.162150939179898	0.114857531759639	0.583634927839013	0.855193665977138	0.984100996636917
NIC231	0.868061316412779	0.44933615254978	0.767968289945241	0.144471582340063	0.855193665977138	0.874079929505921
NIC236	0.333173225841628	0.348571834022134	0.117659345233794	0.248131948642726	0.664588900133579	0.512917269637479
NIC242	0.549426058778542	0.210367958016253	0.114857531759639	0.617915523178243	0.75076050134609	0.388637460460305
NIC251	0	0.181567296443385	0.216157082925371	0.086581971335616	0	0
NIC252	0.0690729205444947	0.327489762580092	0.262096190305964	0.335066971343912	0.352959841448269	0.217342869279316
NIC255	0.555751355565333	0.107257121585942	0.114857531759639	0.667966718772876	0.852506562817454	0.957187067607386
NIC256	0.542278632034688	0.317337336772545	0.0771984410300575	0	0.552814001060396	0.302558809913218
NIC258	0.617230973120591	0	0.0767383588456742	0.181581508781688	0.0572557867981162	0
NIC259	0.470093139552163	0.297317806129799	0.176233124103567	0	0.730442899776282	0.527089667279831
NIC260	0.365081053836935	0.317337336772545	0.0741652334959138	0.633910849695833	0.648918170850218	0.0909392927122726
NIC261	0.706806037395331	0.317337336772545	0.0741652334959138	0	0.478172076331278	0.0787713953696133
NIC262	0.67378298782349	0.317337336772545	0	0	0.478172076331278	0.157423749533689
NIC265	0.241169536444675	0.14307868202002	0	0.106451937900719	0.083701462570747	0
NIC266	0.278965280390651	0.192398038662137	0.225316528644449	0.106025827615391	0.234198158052664	0.205547060410701
NIC267	0.0690729205444947	0.739167212293662	0.177742304831104	0.615083503141448	0.923555114495481	0.263365283586307
NIC268	0	0.849822657862714	0.0755639827978555	0.0668243679016065	0.137857530464836	0.297996956656239
NIC269	0.633582910316155	0.301974841353619	0.0767383588456742	0	0.428132203712919	0.120048933389669
NIC271	0.706806037395331	0.317337336772545	0.0741652334959138	0	0.478172076331278	0.302558809913218
NIC272	0.258598134023178	0.614194531825856	0.155907964255907	0	0.749355452538653	0
NIC274	0.858952047463321	0.768174451748781	0.0989233740471816	0.286423690358791	0.724078367775453	0.151590730462362
NIC275	0.836498149825967	0.731640537990072	0.288726106954372	0.521226648392592	0.912940568485353	0.615690602193769
NIC276	0.397144254903162	0.777367887520569	0.164913025379336	0.891116121174369	0.930853072873736	0
NIC277	0.322913094418974	0.222145253706243	0.156597027098263	0.646103965760597	0.972028292556297	0.318904556624028
NIC3	0.709909251109099	0.18137256602523	0.165476225649871	0.617915523178243	0.842565899978878	0.26388493120175
NIC501	0.766465579887012	0.14307868202002	0	0	0.201415489925518	0
NIC511	0.218040386511918	0.14307868202002	0.119930795331515	0.720218892990881	0.836339353579843	0.256955185729693
NIC513	0.199594463674526	0.974810851308369	0.0848288868717074	0.342126511159678	0.759322649227764	0.491439762721738
NIC514	0.433958314486909	0.397239056494142	0	0.245859741863442	0.854005869057842	0.527089667279831
NIC515	0.0712401127208068	0.225729864334754	0.108455361277506	0.390321712693309	0.482155554459291	0.730399566211136
NIC522	0.690265608306811	0.180508224791035	0	0.16839583265514	0.805304854305692	0.499655412980935
NIC523	0.123442345141797	0.26115496018303	0	0	0.85773243820702	0.590994521506872
NIC526	0.148565659657578	0.254985442346672	0.114462684563091	0.0752386157525901	0.819748416949287	0.494861858553975
NIC527	0.39357293086509	0.14307868202002	0	0.217020291099461	0.763049218376943	0
NIC528	0.399703165090824	0.230784607800829	0.156597027098263	0.756497767068826	0.702604340535629	0.845560977163402
NIC529	0.650174444601005	0.378665767393959	0	0.178040010542911	0.85773243820702	0.497578911952087
PB303	0.778205970002843	0.0747272579581085	0.115955922210641	0.893548062099281	0.855193665977138	0.812809624312054
PB306	0.0947924402273292	0	0	0.718408954082898	0.253840391704771	0.0856280671604731
PS2025	0.249844743077254	0	0	0.542613460016089	0.168260725255388	0.220418006303763
PX179	0.284930119617353	0.14307868202002	0.24433698873541	0.62438286810096	0.901912736200362	0.984100996636917
QG2075	0.432757076891617	0	0	0.64870468022763	0.128015100347287	0.535123875701555
QG2811	0.577678670569334	0	0	0.688367664064903	0.819546108312711	0.253057885085029
QG2813	0.829387226793777	0	0	0.612509391961562	0.763049218376943	0.532487632533577
QG2818	0.901392258199912	0.305866635125794	0.220518319769039	0.888709925366051	0.975033370867077	1
QG2823	0.319996646968158	0	0.153278745592616	0.491442180215473	0.881165468253014	0.90296368554283
QG2824	0.660526100784359	0.273444445964469	0.255118752543214	0.557866526216567	0.975033370867077	0.931095189255752
QG2825	0.355712210312352	0	0.0767383588456742	0.416915216696932	0.864102382347039	0.828353988789571
QG2827	0.808481882975605	0.154219094695341	0.0767383588456742	0.266278708737086	0.349887997455816	0.565047774036752
QG2828	0.64094258955074	0.111439210956273	0	0.266278708737086	0.361527545154244	0.528429332611406
QG2832	0.759010858261331	0.115561539361301	0.0767383588456742	0.267585130375845	0.296509553383569	0.441806469494223
QG2835	0.759010858261331	0.134125861043908	0.0765403867469418	0.267585130375845	0.448344148830954	0.783744821735795
QG2836	0.7694071153433	0	0.0765403867469418	0.701976704331009	0.41669606623692	0.527089667279831
QG2837	0.759010858261331	0	0.0765403867469418	0.893548062099281	0.296509553383569	0.442055507310361
QG2838	0.901392258199912	0.0695723019642375	0	0.646799884867839	0.38636145713945	0.67821626127715
QG2841	0.87057595755375	0.546905517652034	0.372879387528299	0.83622255520511	0.692712291159678	0
QG2843	0.901392258199912	0.238878651268978	0.595182015854735	0.893548062099281	0.975033370867077	1
QG2846	0.275456543625486	0.0748616383105359	0	0.15167786932042	0	0.208246268922215
QG2850	0.901392258199912	0.359841652424073	0.786338374759501	0.683364873008208	0.750653886993576	0.999015086496311
QG2854	0.901392258199912	0.271288207498973	0.179809054557805	0.591304112015744	0.471553556948875	0.88196307757432
QG2855	0.901392258199912	0.271288207498973	0.179809054557805	0.550573792855822	0.425869833741958	0.88196307757432
QG2857	0.901392258199912	0.258834755432668	0.198746435112688	0.579749818110751	0.532809345662793	0.88196307757432
QG2873	0.901392258199912	0.240379090050611	0.553704996268734	0.726744879568063	0.377048602446766	0.999015086496311
QG2874	0.901392258199912	0.240379090050611	0.686255543876965	0.695598895202672	0.364420788553469	0.990418990031372
QG2875	0.799298279195121	0.219331317344406	0	0.684283344345569	0.65696688393452	0.185245339519862
QG2877	0.802738057130433	0.14307868202002	0.0739819612094625	0.509581102352114	0.459660788189467	0.884968020946734
QG2932	0.479234598138271	0.162150939179898	0.786338374759501	0.760616642455768	0.781999272953337	0.999015086496311
QG4003	0.755794748522944	0	0	0.716275198819524	0.672340807673168	0.796266172069658
QG4004	0.755794748522944	0	0	0.716275198819524	0.658016407881799	1
QG4006	0.764716056542524	0	0.786338374759501	0.893548062099281	0.860692495182957	0.999391353836204
QG4008	0.755794748522944	0	0.235375515115064	0.716275198819524	0.672392821683424	1
QG4010	0.860824024167846	0.301509190195719	0.180019313066802	0.760313250559541	0.725953985322087	0.535054867943886
QG4012	0.733145655583764	0.314772066245521	0.264023694049662	0.508241612541373	0.160641295388331	0.584630617059237
QG4015	0.573572135747879	0.285956611706433	0.107426666951399	0.760616642455768	0.71537895271754	0.62218693151189
QG4017	0.799515111242406	0.307196365695478	0.107426666951399	0.667232296413482	0.856799299199818	0.961535403407944
QG4018	0.860824024167846	0.301509190195719	0.180019313066802	0.760313250559541	0.793152254970188	0.661596629439749
QG4021	0.901392258199912	0	0	0.386632094217058	0.782740304966859	0.996761604851641
QG4080	0.74372409937213	0.249020996913703	0.778159794126569	0.788687744517821	0.267705957041025	0.222326166804287
QG4103	0.717384945776391	0.087086257589659	0	0.893548062099281	0.238052894321038	0.230302718171527
QG4135	0.592373803848035	0.247654611206484	0.264023694049662	0.643428132764477	0.0731206346667152	0.392671421312464
QG4138	0.513441363523806	0.301509190195719	0.180019313066802	0.629382512532294	0.725953985322087	0.535054867943886
QG4151	0.592373803848035	0.248051992170724	0.264023694049662	0.643428132764477	0.711849998491306	0.392671421312464
QG4193	0.854183600793816	0.112700082231874	0	0.513404595434659	0.86799260883788	0.639655211943605
QG4226	0.612867983132099	0.248051992170724	0.345449245277996	0.643428132764477	0.676024893924467	0.234402467925228
QG4228	0.844466246378417	0	0.0928421128998239	0.810413590721185	0.386096070739054	0.0905407192641311
QG536	0.761271765421043	0.231598090031694	0.738118383073305	0.893548062099281	0.736711929073197	0.521720784673546
QG556	0.270675088360553	0	0	0.540740359755394	0.240572939591427	0
QG557	0.337964636664288	0	0.0835933713061419	0.442040962997803	0.970585837724909	0.0918446948225095
QW947	0.817991962679136	0.333335537005292	0.29173993413899	0.153116449224365	0.619444235568866	0.487576344773148
QX1211	0	0	0	0	0	0
QX1212	0.337964636664288	0	0.215337696374134	0.718408954082898	0.310258302724413	0.53761978803663
QX1233	0.337964636664288	0	0	0.318618702408364	0.816122762643212	0.4375576358778
QX1791	0	0	0	0	0.256396885098369	0
QX1792	0	0	0.183909205183344	0	0.479409540404014	0.319416241805894
QX1793	0.249844743077254	0	0	0.103680104225386	0.135920224110457	0
QX1794	0.101006234767582	0	0	0	0.168260725255388	0
RC301	0.229564873765851	0.0747272579581085	0	0.893548062099281	0.855193665977138	0.812809624312054
TWN2530	0.636931362601921	0	0.183097424505128	0.893548062099281	0.677849120096326	0.678164759579118
TWN2542	0.467134546906971	0	0.183097424505128	0.645267878796339	0.761101087744187	0.678164759579118
WN2001	0	0	0	0.481941030753228	0.418672694416732	0.417879356594708
WN2002	0.291795140373696	0	0.114796904175654	0.691558113336068	0.750066693839118	0.525045411283412
WN2033	0.265481672116892	0.136641908957671	0.220209769977922	0.492217851972788	0.971407141820557	0.404165222416747
WN2050	0.555751355565333	0.200491820307876	0	0	0	0.318904556624028
WN2063	0.094598041370121	0.222029397289392	0.0848288868717074	0.28346500434835	0.818180908176114	0.398275449829497
WN2064	0.517486638480049	0.192398038662137	0	0.777875310450349	0.901912736200362	0.117696175445504
WN2066	0.583871757549515	0.192398038662137	0.114857531759639	0.566760376984026	0.703690647871377	0.113763297969963
WN2068	0.094598041370121	0.350623343523243	0	0.361206674759024	0.85773243820702	0.527089667279831
WN2069	0.618843043398068	0.192398038662137	0	0.114777736973357	0.632519484898455	0.247883771510006
WN2082	0.46991798810656	0.404370378957176	0	0.406020226622247	0.852506562817454	0.307485692749227
WN2086	0.443391072692098	0.200491820307876	0	0	0.715979364902229	0.318904556624028
XZ1513	0.24565683816398	0	0	0	0.168260725255388	0
XZ1514	0	0	0	0	0	0
XZ1515	0.345740657323	0	0.19018770709549	0.176049054859582	0.399183054352725	0.195423870833741
XZ1516	0	0	0	0	0	0
XZ1672	0.317009515057482	0.641811363367549	0.225602626483474	0.573972613946885	0.901912736200362	0.564554441981925
XZ1734	0.603142797011288	0.11452177711176	0.118502646405011	0.245859741863442	0.606326407551323	0.508646299326288
XZ1735	0.315037319071842	0.310786474594619	0.0833288478184747	0.381676731386266	0.445316511957714	0.494386540799227
XZ1756	0.590349241628753	0.432941291364423	0.11205169594879	0.448680228088002	0.821256535876496	0.219506674721713
XZ2018	0.200219208107063	0.320621309817666	0	0.716506733234766	0.901912736200362	0.984100996636917
XZ2019	0	0	0	0	0	0
XZ2020	0.0947924402273292	0.152784307883257	0	0.633240561282446	0.267957884936005	0.38841293112766
XZ2211	0.153334106327082	0	0	0	0.217836447069518	0
